,index,video_id,url,caption,queries,duration_sec
474,159,AyOaLsNXlF8.mp4,https://www.youtube.com/watch?v=AyOaLsNXlF8,"The video opens with a close-up of hands in white gloves, suggesting preparation or concealment. The scene shifts to an individual wearing a mask and hooded attire, standing confidently on what appears to be a street at night, illuminated by ambient light that casts shadows around them. This person is then shown from behind, walking away into the darkness, emphasizing their solitary presence. A motorcycle speeds past under dim lighting, hinting at urgency or escape. Finally, we see a title card for 'Marvel Television Daredevil Born Again' followed by another title card for Disney+, indicating the show's network distribution. Throughout these scenes, there are no discernible facial expressions due to the masks worn; however, the overall tone suggests tension and mystery associated with the character Daredevil.",daredevil born again trailer official,16
475,159,AyOaLsNXlF8.mp4,https://www.youtube.com/watch?v=AyOaLsNXlF8,"The video opens with a close-up of hands in white gloves, suggesting preparation or concealment. The scene shifts to an individual wearing a mask and hooded attire, standing confidently on what appears to be a street at night, illuminated by ambient light that casts shadows around them. This person is then shown from behind, walking away into the darkness, emphasizing their solitary presence. A motorcycle speeds past under dim lighting, hinting at urgency or escape. Finally, we see a title card for 'Marvel Television Daredevil Born Again' followed by another title card for Disney+, indicating the show's network distribution. Throughout these scenes, there are no discernible facial expressions due to the masks worn; however, the overall tone suggests tension and mystery associated with the character Daredevil.",daredevil born again masked figure walking at night,16
476,159,AyOaLsNXlF8.mp4,https://www.youtube.com/watch?v=AyOaLsNXlF8,"The video opens with a close-up of hands in white gloves, suggesting preparation or concealment. The scene shifts to an individual wearing a mask and hooded attire, standing confidently on what appears to be a street at night, illuminated by ambient light that casts shadows around them. This person is then shown from behind, walking away into the darkness, emphasizing their solitary presence. A motorcycle speeds past under dim lighting, hinting at urgency or escape. Finally, we see a title card for 'Marvel Television Daredevil Born Again' followed by another title card for Disney+, indicating the show's network distribution. Throughout these scenes, there are no discernible facial expressions due to the masks worn; however, the overall tone suggests tension and mystery associated with the character Daredevil.",marvel daredevil born again disney plus footage,16
477,160,6v6ji-e5itU.mp4,https://www.youtube.com/watch?v=6v6ji-e5itU,"The video features two men seated on chairs in a dimly lit studio, engaged in an interview. The man on the left wears a black leather jacket and cap, while his counterpart is dressed in a dark suit. They discuss various topics including food, music, Marvel characters like Iron Man and Thor, and their personal experiences with metal detectors. The environment suggests they are discussing behind-the-scenes aspects of filmmaking or entertainment industry events. There's also footage from 'Thor: The Dark World' showing a character holding a large fish, indicating a behind-the-scenes look at filming. The lighting is dramatic, focusing on the subjects against a darker background. Text overlays appear intermittently to emphasize points being made by the speakers.",marvel directors interview behind the scenes,56
478,160,6v6ji-e5itU.mp4,https://www.youtube.com/watch?v=6v6ji-e5itU,"The video features two men seated on chairs in a dimly lit studio, engaged in an interview. The man on the left wears a black leather jacket and cap, while his counterpart is dressed in a dark suit. They discuss various topics including food, music, Marvel characters like Iron Man and Thor, and their personal experiences with metal detectors. The environment suggests they are discussing behind-the-scenes aspects of filmmaking or entertainment industry events. There's also footage from 'Thor: The Dark World' showing a character holding a large fish, indicating a behind-the-scenes look at filming. The lighting is dramatic, focusing on the subjects against a darker background. Text overlays appear intermittently to emphasize points being made by the speakers.",iron man thor discussion with filmmakers,56
479,160,6v6ji-e5itU.mp4,https://www.youtube.com/watch?v=6v6ji-e5itU,"The video features two men seated on chairs in a dimly lit studio, engaged in an interview. The man on the left wears a black leather jacket and cap, while his counterpart is dressed in a dark suit. They discuss various topics including food, music, Marvel characters like Iron Man and Thor, and their personal experiences with metal detectors. The environment suggests they are discussing behind-the-scenes aspects of filmmaking or entertainment industry events. There's also footage from 'Thor: The Dark World' showing a character holding a large fish, indicating a behind-the-scenes look at filming. The lighting is dramatic, focusing on the subjects against a darker background. Text overlays appear intermittently to emphasize points being made by the speakers.",thor dark world fish scene making of,56
480,161,235uHCACn90.mp4,https://www.youtube.com/watch?v=235uHCACn90,"The video opens with a wide shot of a cityscape, transitioning to an interior view where two characters in blue uniforms walk confidently. The scene shifts to a dark screen displaying 'THE HUNGER' and then to another title card reading 'IS REAL.' A panoramic aerial view follows, showcasing the bustling New York City skyline under clear skies. Next, we see a close-up of a character's helmet adorned with popcorn kernels, emphasizing its size as indicated by text overlays stating '20 INCHES WIDE,' '17.5 INCHES TALL,' and '15 INCHES HIGH.' The final frames depict a person in casual attire standing indoors, followed by a close-up of a futuristic helmet filled with popcorn kernels, concluding with promotional text for 'the Fantastic 4' movie.",fantastic four movie helmet popcorn reveal,40
481,161,235uHCACn90.mp4,https://www.youtube.com/watch?v=235uHCACn90,"The video opens with a wide shot of a cityscape, transitioning to an interior view where two characters in blue uniforms walk confidently. The scene shifts to a dark screen displaying 'THE HUNGER' and then to another title card reading 'IS REAL.' A panoramic aerial view follows, showcasing the bustling New York City skyline under clear skies. Next, we see a close-up of a character's helmet adorned with popcorn kernels, emphasizing its size as indicated by text overlays stating '20 INCHES WIDE,' '17.5 INCHES TALL,' and '15 INCHES HIGH.' The final frames depict a person in casual attire standing indoors, followed by a close-up of a futuristic helmet filled with popcorn kernels, concluding with promotional text for 'the Fantastic 4' movie.",fantastic four 2025 movie promotional event,40
482,161,235uHCACn90.mp4,https://www.youtube.com/watch?v=235uHCACn90,"The video opens with a wide shot of a cityscape, transitioning to an interior view where two characters in blue uniforms walk confidently. The scene shifts to a dark screen displaying 'THE HUNGER' and then to another title card reading 'IS REAL.' A panoramic aerial view follows, showcasing the bustling New York City skyline under clear skies. Next, we see a close-up of a character's helmet adorned with popcorn kernels, emphasizing its size as indicated by text overlays stating '20 INCHES WIDE,' '17.5 INCHES TALL,' and '15 INCHES HIGH.' The final frames depict a person in casual attire standing indoors, followed by a close-up of a futuristic helmet filled with popcorn kernels, concluding with promotional text for 'the Fantastic 4' movie.",giant popcorn helmet new york city skyline,40
483,162,wAE67ym-scc.mp4,https://www.youtube.com/watch?v=wAE67ym-scc,"The video opens with a close-up of a man wearing dark sunglasses, his face partially illuminated by dim lighting. The scene transitions to another close-up where the same man is seen holding a phone to his ear, suggesting he's in conversation or receiving an urgent call. Text appears on screen saying '911, what's your emergency?' indicating a critical situation requiring immediate assistance. The next frame shows the man looking concerned and slightly distressed as he continues the call. A photograph of a person named 'Nelson' is shown, followed by him walking outside at night towards a building entrance, implying urgency and possibly danger. He unlocks the door and enters cautiously into a dimly lit area that seems like a rooftop or high-rise apartment complex. Smoke or mist fills the air around him, adding to the sense of tension and potential threat.",911 emergency call dramatic scene,31
484,162,wAE67ym-scc.mp4,https://www.youtube.com/watch?v=wAE67ym-scc,"The video opens with a close-up of a man wearing dark sunglasses, his face partially illuminated by dim lighting. The scene transitions to another close-up where the same man is seen holding a phone to his ear, suggesting he's in conversation or receiving an urgent call. Text appears on screen saying '911, what's your emergency?' indicating a critical situation requiring immediate assistance. The next frame shows the man looking concerned and slightly distressed as he continues the call. A photograph of a person named 'Nelson' is shown, followed by him walking outside at night towards a building entrance, implying urgency and possibly danger. He unlocks the door and enters cautiously into a dimly lit area that seems like a rooftop or high-rise apartment complex. Smoke or mist fills the air around him, adding to the sense of tension and potential threat.",man receiving urgent call rooftop scene,31
485,162,wAE67ym-scc.mp4,https://www.youtube.com/watch?v=wAE67ym-scc,"The video opens with a close-up of a man wearing dark sunglasses, his face partially illuminated by dim lighting. The scene transitions to another close-up where the same man is seen holding a phone to his ear, suggesting he's in conversation or receiving an urgent call. Text appears on screen saying '911, what's your emergency?' indicating a critical situation requiring immediate assistance. The next frame shows the man looking concerned and slightly distressed as he continues the call. A photograph of a person named 'Nelson' is shown, followed by him walking outside at night towards a building entrance, implying urgency and possibly danger. He unlocks the door and enters cautiously into a dimly lit area that seems like a rooftop or high-rise apartment complex. Smoke or mist fills the air around him, adding to the sense of tension and potential threat.",daredevil nelson danger rooftop investigation,31
486,163,lVABj79w448.mp4,https://www.youtube.com/watch?v=lVABj79w448,"The video opens with a character in a long, dark coat standing confidently in what appears to be an old-fashioned room filled with various objects and machinery. The scene transitions to another character singing passionately into a microphone against a backdrop of red lighting, suggesting a performance or concert setting. A poster for 'Lorna VU' is shown next, indicating the presence of music or entertainment. Following this, there's a close-up shot of a vinyl record spinning on a turntable, hinting at a connection between music and storytelling. The final frames depict characters dressed in period clothing performing on stage, engaging with an audience that includes children, implying a family-friendly event. Throughout these scenes, text overlays such as 'Down, down, down The Road.' suggest themes of journey or adventure.",lorna vu concert performance video,39
487,163,lVABj79w448.mp4,https://www.youtube.com/watch?v=lVABj79w448,"The video opens with a character in a long, dark coat standing confidently in what appears to be an old-fashioned room filled with various objects and machinery. The scene transitions to another character singing passionately into a microphone against a backdrop of red lighting, suggesting a performance or concert setting. A poster for 'Lorna VU' is shown next, indicating the presence of music or entertainment. Following this, there's a close-up shot of a vinyl record spinning on a turntable, hinting at a connection between music and storytelling. The final frames depict characters dressed in period clothing performing on stage, engaging with an audience that includes children, implying a family-friendly event. Throughout these scenes, text overlays such as 'Down, down, down The Road.' suggest themes of journey or adventure.",vintage music scene with red lighting and singer,39
488,163,lVABj79w448.mp4,https://www.youtube.com/watch?v=lVABj79w448,"The video opens with a character in a long, dark coat standing confidently in what appears to be an old-fashioned room filled with various objects and machinery. The scene transitions to another character singing passionately into a microphone against a backdrop of red lighting, suggesting a performance or concert setting. A poster for 'Lorna VU' is shown next, indicating the presence of music or entertainment. Following this, there's a close-up shot of a vinyl record spinning on a turntable, hinting at a connection between music and storytelling. The final frames depict characters dressed in period clothing performing on stage, engaging with an audience that includes children, implying a family-friendly event. Throughout these scenes, text overlays such as 'Down, down, down The Road.' suggest themes of journey or adventure.",down down down the road lorna vu stage show,39
489,164,u19-38tJQCA.mp4,https://www.youtube.com/watch?v=u19-38tJQCA,"The video opens with a medium shot of an individual in a red shirt, standing against a backdrop that suggests a workshop or lab environment. The scene quickly transitions to a close-up of the same person's face as they are being thrown into the air by what appears to be a powerful force. This is followed by another close-up showing the back of their head and shoulders, where money seems to be falling around them. The next frame shows a close-up of a character wearing a helmet with glowing orange eyes, indicating some form of advanced technology or power source. The final frames depict a high-speed chase through a cityscape at night, showcasing fast-paced action sequences involving vehicles and characters in motion.",superhero thrown into air money falling,20
490,164,u19-38tJQCA.mp4,https://www.youtube.com/watch?v=u19-38tJQCA,"The video opens with a medium shot of an individual in a red shirt, standing against a backdrop that suggests a workshop or lab environment. The scene quickly transitions to a close-up of the same person's face as they are being thrown into the air by what appears to be a powerful force. This is followed by another close-up showing the back of their head and shoulders, where money seems to be falling around them. The next frame shows a close-up of a character wearing a helmet with glowing orange eyes, indicating some form of advanced technology or power source. The final frames depict a high-speed chase through a cityscape at night, showcasing fast-paced action sequences involving vehicles and characters in motion.",marvel character with glowing orange helmet chase scene,20
491,164,u19-38tJQCA.mp4,https://www.youtube.com/watch?v=u19-38tJQCA,"The video opens with a medium shot of an individual in a red shirt, standing against a backdrop that suggests a workshop or lab environment. The scene quickly transitions to a close-up of the same person's face as they are being thrown into the air by what appears to be a powerful force. This is followed by another close-up showing the back of their head and shoulders, where money seems to be falling around them. The next frame shows a close-up of a character wearing a helmet with glowing orange eyes, indicating some form of advanced technology or power source. The final frames depict a high-speed chase through a cityscape at night, showcasing fast-paced action sequences involving vehicles and characters in motion.",man in red shirt flying through air lab background,20
492,165,M50ip2xU80c.mp4,https://www.youtube.com/watch?v=M50ip2xU80c,"The video features a man in a dark suit and tie, walking confidently towards the camera. He is wearing sunglasses and has his hands behind his back initially but then places them on the hood of a red car as he approaches it. The setting appears to be an outdoor event with greenery and other attendees visible in the background. There's a sign that reads 'THUNDER' suggesting this might be related to a film or media event. As he walks past the camera, another individual can be seen standing nearby. The lighting suggests daytime with clear skies.",thunderbolts premiere red carpet event,8
493,165,M50ip2xU80c.mp4,https://www.youtube.com/watch?v=M50ip2xU80c,"The video features a man in a dark suit and tie, walking confidently towards the camera. He is wearing sunglasses and has his hands behind his back initially but then places them on the hood of a red car as he approaches it. The setting appears to be an outdoor event with greenery and other attendees visible in the background. There's a sign that reads 'THUNDER' suggesting this might be related to a film or media event. As he walks past the camera, another individual can be seen standing nearby. The lighting suggests daytime with clear skies.",marvel thunderbolts cast arrival at event,8
494,165,M50ip2xU80c.mp4,https://www.youtube.com/watch?v=M50ip2xU80c,"The video features a man in a dark suit and tie, walking confidently towards the camera. He is wearing sunglasses and has his hands behind his back initially but then places them on the hood of a red car as he approaches it. The setting appears to be an outdoor event with greenery and other attendees visible in the background. There's a sign that reads 'THUNDER' suggesting this might be related to a film or media event. As he walks past the camera, another individual can be seen standing nearby. The lighting suggests daytime with clear skies.",man in suit walking towards red car sunglasses,8
495,166,f3jP5zH3TB4.mp4,https://www.youtube.com/watch?v=f3jP5zH3TB4,"The video clip opens with a medium shot in an indoor setting, showing two characters engaged in conversation. The environment is modern and well-lit, suggesting a professional or corporate atmosphere. A character walks away from the camera towards another room filled with various objects like books and electronic devices on shelves. Cut to a close-up of a superhero's feet walking barefoot on pavement; they wear red boots with straps around their ankles. Next, we see a wide shot of a flying vehicle soaring through the sky against a backdrop of clouds and blue skies. Finally, there are quick cuts between scenes featuring different superheroes engaging in action-packed sequences outdoors amidst vibrant pink cherry blossom trees under clear skies.",marvel superheroes action scenes compilation,16
496,166,f3jP5zH3TB4.mp4,https://www.youtube.com/watch?v=f3jP5zH3TB4,"The video clip opens with a medium shot in an indoor setting, showing two characters engaged in conversation. The environment is modern and well-lit, suggesting a professional or corporate atmosphere. A character walks away from the camera towards another room filled with various objects like books and electronic devices on shelves. Cut to a close-up of a superhero's feet walking barefoot on pavement; they wear red boots with straps around their ankles. Next, we see a wide shot of a flying vehicle soaring through the sky against a backdrop of clouds and blue skies. Finally, there are quick cuts between scenes featuring different superheroes engaging in action-packed sequences outdoors amidst vibrant pink cherry blossom trees under clear skies.",superhero flying vehicle cherry blossom scene,16
497,166,f3jP5zH3TB4.mp4,https://www.youtube.com/watch?v=f3jP5zH3TB4,"The video clip opens with a medium shot in an indoor setting, showing two characters engaged in conversation. The environment is modern and well-lit, suggesting a professional or corporate atmosphere. A character walks away from the camera towards another room filled with various objects like books and electronic devices on shelves. Cut to a close-up of a superhero's feet walking barefoot on pavement; they wear red boots with straps around their ankles. Next, we see a wide shot of a flying vehicle soaring through the sky against a backdrop of clouds and blue skies. Finally, there are quick cuts between scenes featuring different superheroes engaging in action-packed sequences outdoors amidst vibrant pink cherry blossom trees under clear skies.",marvel heroes barefoot red boots pavement,16
498,167,oc9pXzrvKGk.mp4,https://www.youtube.com/watch?v=oc9pXzrvKGk,"The video features a character dressed in a blue and red suit with white gloves, resembling Spider-Man. The first frame shows the character standing on a rooftop against an urban backdrop at dusk or dawn. In the second frame, he is seen swinging through the city streets using webbing from his wrists. The third frame captures him mid-air, leaping between buildings while maintaining control of his webbing. The fourth frame depicts him hanging upside down from a building's edge, suggesting agility and skill. The final frame presents a promotional image for 'Spider-Man: Your Friendly Neighborhood Spider-Man' by Disney+, featuring vibrant colors and dynamic action poses.",spider-man swinging through city disney plus,16
499,167,oc9pXzrvKGk.mp4,https://www.youtube.com/watch?v=oc9pXzrvKGk,"The video features a character dressed in a blue and red suit with white gloves, resembling Spider-Man. The first frame shows the character standing on a rooftop against an urban backdrop at dusk or dawn. In the second frame, he is seen swinging through the city streets using webbing from his wrists. The third frame captures him mid-air, leaping between buildings while maintaining control of his webbing. The fourth frame depicts him hanging upside down from a building's edge, suggesting agility and skill. The final frame presents a promotional image for 'Spider-Man: Your Friendly Neighborhood Spider-Man' by Disney+, featuring vibrant colors and dynamic action poses.",spider-man your friendly neighborhood rooftop scenes,16
500,167,oc9pXzrvKGk.mp4,https://www.youtube.com/watch?v=oc9pXzrvKGk,"The video features a character dressed in a blue and red suit with white gloves, resembling Spider-Man. The first frame shows the character standing on a rooftop against an urban backdrop at dusk or dawn. In the second frame, he is seen swinging through the city streets using webbing from his wrists. The third frame captures him mid-air, leaping between buildings while maintaining control of his webbing. The fourth frame depicts him hanging upside down from a building's edge, suggesting agility and skill. The final frame presents a promotional image for 'Spider-Man: Your Friendly Neighborhood Spider-Man' by Disney+, featuring vibrant colors and dynamic action poses.",spider-man blue and red suit action sequence,16
501,168,v-X3BPvh6iw.mp4,https://www.youtube.com/watch?v=v-X3BPvh6iw,"The video opens with a close-up of an individual in a black shirt, followed by a scene showing multiple people playing violins and cellos. The next frame shows a person holding a gun, then transitions to another shot where the same person is seen from behind. A motorcycle speeds through a desert landscape, suggesting action or adventure. Following this, there's a split-screen view: on one side, a group of individuals running down a city street; on the other, musicians are performing inside what appears to be a recording studio. The final frames depict intense action sequences involving explosions and characters in combat attire amidst urban environments. Throughout these scenes, text overlays provide context about the music being played and its connection to the film 'Thor: Ragnarok'.",thor ragnarok soundtrack music video analysis,33
502,168,v-X3BPvh6iw.mp4,https://www.youtube.com/watch?v=v-X3BPvh6iw,"The video opens with a close-up of an individual in a black shirt, followed by a scene showing multiple people playing violins and cellos. The next frame shows a person holding a gun, then transitions to another shot where the same person is seen from behind. A motorcycle speeds through a desert landscape, suggesting action or adventure. Following this, there's a split-screen view: on one side, a group of individuals running down a city street; on the other, musicians are performing inside what appears to be a recording studio. The final frames depict intense action sequences involving explosions and characters in combat attire amidst urban environments. Throughout these scenes, text overlays provide context about the music being played and its connection to the film 'Thor: Ragnarok'.",thor ragnarok behind the scenes music recording,33
503,168,v-X3BPvh6iw.mp4,https://www.youtube.com/watch?v=v-X3BPvh6iw,"The video opens with a close-up of an individual in a black shirt, followed by a scene showing multiple people playing violins and cellos. The next frame shows a person holding a gun, then transitions to another shot where the same person is seen from behind. A motorcycle speeds through a desert landscape, suggesting action or adventure. Following this, there's a split-screen view: on one side, a group of individuals running down a city street; on the other, musicians are performing inside what appears to be a recording studio. The final frames depict intense action sequences involving explosions and characters in combat attire amidst urban environments. Throughout these scenes, text overlays provide context about the music being played and its connection to the film 'Thor: Ragnarok'.",thor ragnarok action scenes with split screen music,33
504,169,QQb2ORZP8CQ.mp4,https://www.youtube.com/watch?v=QQb2ORZP8CQ,"The video clip opens with a wide shot of two characters standing on a ship, looking out at the ocean. The scene transitions to an intense close-up of a character's hand being crushed by a boot, emphasizing pain and destruction. This is followed by a title card reading 'IN IMAX' against a fiery background, suggesting high impact visuals in the movie. Next, we see a muscular man running through what appears to be a battlefield or chaos zone filled with debris and fire, indicating action-packed scenes. Finally, there's another title card that reads 'CAPTAIN AMERICA BRAVE NEW WORLD,' which suggests themes of heroism and change within the narrative. Throughout these frames, colors are vibrant but contrasted sharply for dramatic effect; blues dominate the sky shots while reds and oranges punctuate the fiery imagery.",captain america brave new world trailer,16
505,169,QQb2ORZP8CQ.mp4,https://www.youtube.com/watch?v=QQb2ORZP8CQ,"The video clip opens with a wide shot of two characters standing on a ship, looking out at the ocean. The scene transitions to an intense close-up of a character's hand being crushed by a boot, emphasizing pain and destruction. This is followed by a title card reading 'IN IMAX' against a fiery background, suggesting high impact visuals in the movie. Next, we see a muscular man running through what appears to be a battlefield or chaos zone filled with debris and fire, indicating action-packed scenes. Finally, there's another title card that reads 'CAPTAIN AMERICA BRAVE NEW WORLD,' which suggests themes of heroism and change within the narrative. Throughout these frames, colors are vibrant but contrasted sharply for dramatic effect; blues dominate the sky shots while reds and oranges punctuate the fiery imagery.",captain america new movie ship scene,16
506,169,QQb2ORZP8CQ.mp4,https://www.youtube.com/watch?v=QQb2ORZP8CQ,"The video clip opens with a wide shot of two characters standing on a ship, looking out at the ocean. The scene transitions to an intense close-up of a character's hand being crushed by a boot, emphasizing pain and destruction. This is followed by a title card reading 'IN IMAX' against a fiery background, suggesting high impact visuals in the movie. Next, we see a muscular man running through what appears to be a battlefield or chaos zone filled with debris and fire, indicating action-packed scenes. Finally, there's another title card that reads 'CAPTAIN AMERICA BRAVE NEW WORLD,' which suggests themes of heroism and change within the narrative. Throughout these frames, colors are vibrant but contrasted sharply for dramatic effect; blues dominate the sky shots while reds and oranges punctuate the fiery imagery.",captain america hand crushed imax scene,16
507,170,9BtL8e9XTyU.mp4,https://www.youtube.com/watch?v=9BtL8e9XTyU,"The video features a conversation between two characters, one in a dark jacket and the other in a light-colored shirt. The setting appears to be an industrial or warehouse environment with metal structures visible in the background. The lighting is naturalistic, suggesting daytime. Throughout the clip, text overlays appear on screen, providing context for their dialogue. Key phrases include 'You don't have to trust,' 'But I'mma see if they're right,' 'cause I have a feeling they might be,' 'a part of the BIG THREE,' 'that's what,' 'ALIENS & WIZARDS,' 'So it's not,' 'Every time we fight,' 'we fight about Gandalf?' 'in 1937,' 'when it came out,' 'SO! NO!' 'There are Doctor STRANGE,' 'Doctor STRANGE is a sorcerer,' 'is a wizard without a hat,' 'I'm right. I just... I just came up with that,' 'These guys aren't magical,' 'They use BRUTE FORCE,' 'THE INCREDIBLY ANNOYING GUY.'",doctor strange multiverse of madness dialogue scene,49
508,170,9BtL8e9XTyU.mp4,https://www.youtube.com/watch?v=9BtL8e9XTyU,"The video features a conversation between two characters, one in a dark jacket and the other in a light-colored shirt. The setting appears to be an industrial or warehouse environment with metal structures visible in the background. The lighting is naturalistic, suggesting daytime. Throughout the clip, text overlays appear on screen, providing context for their dialogue. Key phrases include 'You don't have to trust,' 'But I'mma see if they're right,' 'cause I have a feeling they might be,' 'a part of the BIG THREE,' 'that's what,' 'ALIENS & WIZARDS,' 'So it's not,' 'Every time we fight,' 'we fight about Gandalf?' 'in 1937,' 'when it came out,' 'SO! NO!' 'There are Doctor STRANGE,' 'Doctor STRANGE is a sorcerer,' 'is a wizard without a hat,' 'I'm right. I just... I just came up with that,' 'These guys aren't magical,' 'They use BRUTE FORCE,' 'THE INCREDIBLY ANNOYING GUY.'",doctor strange aliens and wizards conversation clip,49
509,170,9BtL8e9XTyU.mp4,https://www.youtube.com/watch?v=9BtL8e9XTyU,"The video features a conversation between two characters, one in a dark jacket and the other in a light-colored shirt. The setting appears to be an industrial or warehouse environment with metal structures visible in the background. The lighting is naturalistic, suggesting daytime. Throughout the clip, text overlays appear on screen, providing context for their dialogue. Key phrases include 'You don't have to trust,' 'But I'mma see if they're right,' 'cause I have a feeling they might be,' 'a part of the BIG THREE,' 'that's what,' 'ALIENS & WIZARDS,' 'So it's not,' 'Every time we fight,' 'we fight about Gandalf?' 'in 1937,' 'when it came out,' 'SO! NO!' 'There are Doctor STRANGE,' 'Doctor STRANGE is a sorcerer,' 'is a wizard without a hat,' 'I'm right. I just... I just came up with that,' 'These guys aren't magical,' 'They use BRUTE FORCE,' 'THE INCREDIBLY ANNOYING GUY.'",doctor strange and wong arguing about gandalf,49
510,171,4MgXPX2OEOU.mp4,https://www.youtube.com/watch?v=4MgXPX2OEOU,"The video clip opens with a close-up of Spider-Man's face, transitioning to an exterior shot where he is seen in his iconic red and blue suit. The scene shifts to a cityscape at night, showcasing the character flying through the air amidst skyscrapers illuminated by neon lights. A dynamic sequence follows as Spider-Man leaps across buildings, emphasizing his agility and speed. He then engages in combat against Venom, who appears menacingly armored. The final frame displays 'Spider-Man: Your Friendly Neighborhood Spider-Man' alongside images from various movies featuring Spider-Man characters, highlighting their diverse roles and adventures.",spider-man vs venom fight scene,31
511,171,4MgXPX2OEOU.mp4,https://www.youtube.com/watch?v=4MgXPX2OEOU,"The video clip opens with a close-up of Spider-Man's face, transitioning to an exterior shot where he is seen in his iconic red and blue suit. The scene shifts to a cityscape at night, showcasing the character flying through the air amidst skyscrapers illuminated by neon lights. A dynamic sequence follows as Spider-Man leaps across buildings, emphasizing his agility and speed. He then engages in combat against Venom, who appears menacingly armored. The final frame displays 'Spider-Man: Your Friendly Neighborhood Spider-Man' alongside images from various movies featuring Spider-Man characters, highlighting their diverse roles and adventures.",spider-man swinging through city night scenes,31
512,171,4MgXPX2OEOU.mp4,https://www.youtube.com/watch?v=4MgXPX2OEOU,"The video clip opens with a close-up of Spider-Man's face, transitioning to an exterior shot where he is seen in his iconic red and blue suit. The scene shifts to a cityscape at night, showcasing the character flying through the air amidst skyscrapers illuminated by neon lights. A dynamic sequence follows as Spider-Man leaps across buildings, emphasizing his agility and speed. He then engages in combat against Venom, who appears menacingly armored. The final frame displays 'Spider-Man: Your Friendly Neighborhood Spider-Man' alongside images from various movies featuring Spider-Man characters, highlighting their diverse roles and adventures.",spider-man your friendly neighborhood spider-man movie compilation,31
513,172,15pMbih1kjU.mp4,https://www.youtube.com/watch?v=15pMbih1kjU,"The video features a person in a tan blazer pouring red wine into glasses. The setting appears to be indoors, possibly at an event or gathering with warm lighting and soft shadows suggesting it's evening time. There are other individuals present, some holding their own glasses of wine. The environment has a cozy ambiance with what seems like wooden furniture and ambient lighting that gives off a homely feel. The focus is on the act of serving wine, which indicates a social or celebratory occasion. The colors are rich and warm, dominated by the deep reds of the wine against the neutral tones of the attire and background.",person pouring wine at event,17
514,172,15pMbih1kjU.mp4,https://www.youtube.com/watch?v=15pMbih1kjU,"The video features a person in a tan blazer pouring red wine into glasses. The setting appears to be indoors, possibly at an event or gathering with warm lighting and soft shadows suggesting it's evening time. There are other individuals present, some holding their own glasses of wine. The environment has a cozy ambiance with what seems like wooden furniture and ambient lighting that gives off a homely feel. The focus is on the act of serving wine, which indicates a social or celebratory occasion. The colors are rich and warm, dominated by the deep reds of the wine against the neutral tones of the attire and background.",red wine being served indoors social gathering,17
515,172,15pMbih1kjU.mp4,https://www.youtube.com/watch?v=15pMbih1kjU,"The video features a person in a tan blazer pouring red wine into glasses. The setting appears to be indoors, possibly at an event or gathering with warm lighting and soft shadows suggesting it's evening time. There are other individuals present, some holding their own glasses of wine. The environment has a cozy ambiance with what seems like wooden furniture and ambient lighting that gives off a homely feel. The focus is on the act of serving wine, which indicates a social or celebratory occasion. The colors are rich and warm, dominated by the deep reds of the wine against the neutral tones of the attire and background.",warm lighting wine pouring cozy atmosphere,17
516,173,BId1AMHzItQ.mp4,https://www.youtube.com/watch?v=BId1AMHzItQ,"The video clip appears to be a promotional piece for the movie 'Deadpool and Wolverine'. It starts with two characters, Deadpool in his iconic red suit and Wolverine in his yellow and blue costume, walking down a city street. The environment is urban with buildings and signs visible. Next, we see a man in a green jacket conversing with another character in an elevator, suggesting a tense or serious conversation. Following this, there's a scene showing multiple television screens displaying images of Deadpool, indicating surveillance or monitoring. Another shot shows a woman working at a desk while the man in the green jacket looks on, implying some form of control or oversight over the situation. Finally, the text 'SEE IT IN THEATERS' suggests that the movie will be available for viewing in theaters soon.",deadpool and wolverine movie trailer,19
517,173,BId1AMHzItQ.mp4,https://www.youtube.com/watch?v=BId1AMHzItQ,"The video clip appears to be a promotional piece for the movie 'Deadpool and Wolverine'. It starts with two characters, Deadpool in his iconic red suit and Wolverine in his yellow and blue costume, walking down a city street. The environment is urban with buildings and signs visible. Next, we see a man in a green jacket conversing with another character in an elevator, suggesting a tense or serious conversation. Following this, there's a scene showing multiple television screens displaying images of Deadpool, indicating surveillance or monitoring. Another shot shows a woman working at a desk while the man in the green jacket looks on, implying some form of control or oversight over the situation. Finally, the text 'SEE IT IN THEATERS' suggests that the movie will be available for viewing in theaters soon.",deadpool wolverine walking down city street scene,19
518,173,BId1AMHzItQ.mp4,https://www.youtube.com/watch?v=BId1AMHzItQ,"The video clip appears to be a promotional piece for the movie 'Deadpool and Wolverine'. It starts with two characters, Deadpool in his iconic red suit and Wolverine in his yellow and blue costume, walking down a city street. The environment is urban with buildings and signs visible. Next, we see a man in a green jacket conversing with another character in an elevator, suggesting a tense or serious conversation. Following this, there's a scene showing multiple television screens displaying images of Deadpool, indicating surveillance or monitoring. Another shot shows a woman working at a desk while the man in the green jacket looks on, implying some form of control or oversight over the situation. Finally, the text 'SEE IT IN THEATERS' suggests that the movie will be available for viewing in theaters soon.",deadpool and wolverine promotional footage elevator conversation,19
